Year,Quarter,Month,Day,All Cases,Average of ARRAIGN_FELONY2_SORT
2022,Qtr 1,January,19,All Cases,31.82%
2022,Qtr 1,January,20,All Cases,37.14%
2022,Qtr 1,January,21,All Cases,21.79%
2022,Qtr 1,January,22,All Cases,7.69%
2022,Qtr 1,January,24,All Cases,31.11%
2022,Qtr 1,January,25,All Cases,39.13%
2022,Qtr 1,January,26,All Cases,27.17%
2022,Qtr 1,January,27,All Cases,26.23%
2022,Qtr 1,January,28,All Cases,36.90%
2022,Qtr 1,January,29,All Cases,100.00%
2022,Qtr 1,January,30,All Cases,16.67%
2022,Qtr 1,January,31,All Cases,30.59%
2022,Qtr 1,February,1,All Cases,37.50%
2022,Qtr 1,February,2,All Cases,24.56%
2022,Qtr 1,February,3,All Cases,36.67%
2022,Qtr 1,February,4,All Cases,45.76%
2022,Qtr 1,February,6,All Cases,54.55%
2022,Qtr 1,February,7,All Cases,50.59%
2022,Qtr 1,February,8,All Cases,37.50%
2022,Qtr 1,February,9,All Cases,31.58%
2022,Qtr 1,February,10,All Cases,28.99%
2022,Qtr 1,February,11,All Cases,27.71%
2022,Qtr 1,February,12,All Cases,11.11%
2022,Qtr 1,February,13,All Cases,25.00%
2022,Qtr 1,February,14,All Cases,42.74%
2022,Qtr 1,February,15,All Cases,44.12%
2022,Qtr 1,February,16,All Cases,31.75%
2022,Qtr 1,February,17,All Cases,33.33%
2022,Qtr 1,February,18,All Cases,50.54%
2022,Qtr 1,February,19,All Cases,0.00%
2022,Qtr 1,February,21,All Cases,100.00%
2022,Qtr 1,February,22,All Cases,39.34%
2022,Qtr 1,February,23,All Cases,48.28%
2022,Qtr 1,February,24,All Cases,28.33%
2022,Qtr 1,February,25,All Cases,46.34%
2022,Qtr 1,February,26,All Cases,75.00%
2022,Qtr 1,February,27,All Cases,0.00%
2022,Qtr 1,February,28,All Cases,30.77%
2022,Qtr 1,March,1,All Cases,26.32%
2022,Qtr 1,March,2,All Cases,37.23%
2022,Qtr 1,March,3,All Cases,43.48%
2022,Qtr 1,March,4,All Cases,23.71%
2022,Qtr 1,March,6,All Cases,14.29%
2022,Qtr 1,March,7,All Cases,38.55%
2022,Qtr 1,March,8,All Cases,42.61%
2022,Qtr 1,March,9,All Cases,20.00%
2022,Qtr 1,March,10,All Cases,28.87%
2022,Qtr 1,March,11,All Cases,27.45%
2022,Qtr 1,March,12,All Cases,11.11%
2022,Qtr 1,March,13,All Cases,50.00%
2022,Qtr 1,March,14,All Cases,31.69%
2022,Qtr 1,March,15,All Cases,40.40%
2022,Qtr 1,March,16,All Cases,26.67%
2022,Qtr 1,March,17,All Cases,31.71%
2022,Qtr 1,March,18,All Cases,39.22%
2022,Qtr 1,March,19,All Cases,100.00%
2022,Qtr 1,March,21,All Cases,33.68%
2022,Qtr 1,March,22,All Cases,39.67%
2022,Qtr 1,March,23,All Cases,25.96%
2022,Qtr 1,March,24,All Cases,44.19%
2022,Qtr 1,March,25,All Cases,32.43%
2022,Qtr 1,March,27,All Cases,100.00%
2022,Qtr 1,March,28,All Cases,37.63%
2022,Qtr 1,March,29,All Cases,42.31%
2022,Qtr 1,March,30,All Cases,29.76%
2022,Qtr 1,March,31,All Cases,6.25%
2022,Qtr 2,April,1,All Cases,32.73%
2022,Qtr 2,April,2,All Cases,100.00%
2022,Qtr 2,April,3,All Cases,100.00%
2022,Qtr 2,April,4,All Cases,38.14%
2022,Qtr 2,April,5,All Cases,38.95%
2022,Qtr 2,April,6,All Cases,29.41%
2022,Qtr 2,April,7,All Cases,51.47%
2022,Qtr 2,April,8,All Cases,28.13%
2022,Qtr 2,April,9,All Cases,0.00%
2022,Qtr 2,April,10,All Cases,0.00%
2022,Qtr 2,April,11,All Cases,30.43%
2022,Qtr 2,April,12,All Cases,35.23%
2022,Qtr 2,April,13,All Cases,29.79%
2022,Qtr 2,April,14,All Cases,26.67%
2022,Qtr 2,April,15,All Cases,34.55%
2022,Qtr 2,April,16,All Cases,0.00%
2022,Qtr 2,April,17,All Cases,14.29%
2022,Qtr 2,April,18,All Cases,39.78%
2022,Qtr 2,April,19,All Cases,41.46%
2022,Qtr 2,April,20,All Cases,34.15%
2022,Qtr 2,April,21,All Cases,39.19%
2022,Qtr 2,April,22,All Cases,21.88%
2022,Qtr 2,April,24,All Cases,12.50%
2022,Qtr 2,April,25,All Cases,37.62%
2022,Qtr 2,April,26,All Cases,29.70%
2022,Qtr 2,April,27,All Cases,22.37%
2022,Qtr 2,April,28,All Cases,30.99%
2022,Qtr 2,April,29,All Cases,27.42%
2022,Qtr 2,April,30,All Cases,0.00%
2022,Qtr 2,May,1,All Cases,33.33%
2022,Qtr 2,May,2,All Cases,30.43%
2022,Qtr 2,May,3,All Cases,45.16%
2022,Qtr 2,May,4,All Cases,35.29%
2022,Qtr 2,May,5,All Cases,37.66%
2022,Qtr 2,May,6,All Cases,32.89%
2022,Qtr 2,May,7,All Cases,42.86%
2022,Qtr 2,May,8,All Cases,50.00%
2022,Qtr 2,May,9,All Cases,43.75%
2022,Qtr 2,May,10,All Cases,31.46%
2022,Qtr 2,May,11,All Cases,23.08%
2022,Qtr 2,May,12,All Cases,39.76%
2022,Qtr 2,May,13,All Cases,52.46%
2022,Qtr 2,May,14,All Cases,34.62%
2022,Qtr 2,May,15,All Cases,0.00%
2022,Qtr 2,May,16,All Cases,43.56%
2022,Qtr 2,May,17,All Cases,32.91%
2022,Qtr 2,May,18,All Cases,30.99%
2022,Qtr 2,May,19,All Cases,42.00%
2022,Qtr 2,May,20,All Cases,52.00%
2022,Qtr 2,May,21,All Cases,0.00%
2022,Qtr 2,May,22,All Cases,0.00%
2022,Qtr 2,May,23,All Cases,30.39%
2022,Qtr 2,May,24,All Cases,33.70%
2022,Qtr 2,May,25,All Cases,25.53%
2022,Qtr 2,May,26,All Cases,33.33%
2022,Qtr 2,May,27,All Cases,25.61%
2022,Qtr 2,May,28,All Cases,100.00%
2022,Qtr 2,May,29,All Cases,26.67%
2022,Qtr 2,May,30,All Cases,22.22%
2022,Qtr 2,May,31,All Cases,40.78%
2022,Qtr 2,June,1,All Cases,32.53%
2022,Qtr 2,June,2,All Cases,35.80%
2022,Qtr 2,June,3,All Cases,23.19%
2022,Qtr 2,June,4,All Cases,13.33%
2022,Qtr 2,June,5,All Cases,33.33%
2022,Qtr 2,June,6,All Cases,30.77%
2022,Qtr 2,June,7,All Cases,35.58%
2022,Qtr 2,June,8,All Cases,34.88%
2022,Qtr 2,June,9,All Cases,38.68%
2022,Qtr 2,June,10,All Cases,25.00%
2022,Qtr 2,June,11,All Cases,36.36%
2022,Qtr 2,June,12,All Cases,15.38%
2022,Qtr 2,June,13,All Cases,33.33%
2022,Qtr 2,June,14,All Cases,36.28%
2022,Qtr 2,June,15,All Cases,34.12%
2022,Qtr 2,June,16,All Cases,39.71%
2022,Qtr 2,June,17,All Cases,38.89%
2022,Qtr 2,June,19,All Cases,50.00%
2022,Qtr 2,June,20,All Cases,38.81%
2022,Qtr 2,June,21,All Cases,43.44%
2022,Qtr 2,June,22,All Cases,31.76%
2022,Qtr 2,June,23,All Cases,37.33%
2022,Qtr 2,June,24,All Cases,26.89%
2022,Qtr 2,June,25,All Cases,0.00%
2022,Qtr 2,June,26,All Cases,16.67%
2022,Qtr 2,June,27,All Cases,40.20%
2022,Qtr 2,June,28,All Cases,35.45%
2022,Qtr 2,June,29,All Cases,43.48%
2022,Qtr 2,June,30,All Cases,36.07%
2022,Qtr 3,July,1,All Cases,28.89%
2022,Qtr 3,July,3,All Cases,0.00%
2022,Qtr 3,July,4,All Cases,50.00%
2022,Qtr 3,July,5,All Cases,40.40%
2022,Qtr 3,July,6,All Cases,36.17%
2022,Qtr 3,July,7,All Cases,36.36%
2022,Qtr 3,July,8,All Cases,43.75%
2022,Qtr 3,July,9,All Cases,33.33%
2022,Qtr 3,July,10,All Cases,36.36%
2022,Qtr 3,July,11,All Cases,30.19%
2022,Qtr 3,July,12,All Cases,37.50%
2022,Qtr 3,July,13,All Cases,25.00%
2022,Qtr 3,July,14,All Cases,37.96%
2022,Qtr 3,July,15,All Cases,42.59%
2022,Qtr 3,July,16,All Cases,0.00%
2022,Qtr 3,July,17,All Cases,0.00%
2022,Qtr 3,July,18,All Cases,26.55%
2022,Qtr 3,July,19,All Cases,35.11%
2022,Qtr 3,July,20,All Cases,22.83%
2022,Qtr 3,July,21,All Cases,20.19%
2022,Qtr 3,July,22,All Cases,36.51%
2022,Qtr 3,July,23,All Cases,30.43%
2022,Qtr 3,July,24,All Cases,25.00%
2022,Qtr 3,July,25,All Cases,26.73%
2022,Qtr 3,July,26,All Cases,23.16%
2022,Qtr 3,July,27,All Cases,36.49%
2022,Qtr 3,July,28,All Cases,31.00%
2022,Qtr 3,July,29,All Cases,31.94%
2022,Qtr 3,July,30,All Cases,0.00%
2022,Qtr 3,July,31,All Cases,0.00%
2022,Qtr 3,August,1,All Cases,28.17%
2022,Qtr 3,August,2,All Cases,43.21%
2022,Qtr 3,August,3,All Cases,32.18%
2022,Qtr 3,August,4,All Cases,26.58%
2022,Qtr 3,August,5,All Cases,19.30%
2022,Qtr 3,August,6,All Cases,75.00%
2022,Qtr 3,August,7,All Cases,7.69%
2022,Qtr 3,August,8,All Cases,52.08%
2022,Qtr 3,August,9,All Cases,36.75%
2022,Qtr 3,August,10,All Cases,36.89%
2022,Qtr 3,August,11,All Cases,45.24%
2022,Qtr 3,August,12,All Cases,28.57%
2022,Qtr 3,August,13,All Cases,0.00%
2022,Qtr 3,August,14,All Cases,47.62%
2022,Qtr 3,August,15,All Cases,35.42%
2022,Qtr 3,August,16,All Cases,39.56%
2022,Qtr 3,August,17,All Cases,32.88%
2022,Qtr 3,August,18,All Cases,30.67%
2022,Qtr 3,August,19,All Cases,39.68%
2022,Qtr 3,August,20,All Cases,12.50%
2022,Qtr 3,August,21,All Cases,40.00%
2022,Qtr 3,August,22,All Cases,31.96%
2022,Qtr 3,August,23,All Cases,38.81%
2022,Qtr 3,August,24,All Cases,25.88%
2022,Qtr 3,August,25,All Cases,32.10%
2022,Qtr 3,August,26,All Cases,25.00%
2022,Qtr 3,August,27,All Cases,0.00%
2022,Qtr 3,August,28,All Cases,72.73%
2022,Qtr 3,August,29,All Cases,41.18%
2022,Qtr 3,August,30,All Cases,42.02%
2022,Qtr 3,August,31,All Cases,28.57%
2022,Qtr 3,September,1,All Cases,35.53%
2022,Qtr 3,September,2,All Cases,33.33%
2022,Qtr 3,September,3,All Cases,0.00%
2022,Qtr 3,September,4,All Cases,50.00%
2022,Qtr 3,September,5,All Cases,40.00%
2022,Qtr 3,September,6,All Cases,40.00%
2022,Qtr 3,September,7,All Cases,47.19%
2022,Qtr 3,September,8,All Cases,35.83%
2022,Qtr 3,September,9,All Cases,33.33%
2022,Qtr 3,September,10,All Cases,66.67%
2022,Qtr 3,September,11,All Cases,42.86%
2022,Qtr 3,September,12,All Cases,39.81%
2022,Qtr 3,September,13,All Cases,34.13%
2022,Qtr 3,September,14,All Cases,35.00%
2022,Qtr 3,September,15,All Cases,35.80%
2022,Qtr 3,September,16,All Cases,32.35%
2022,Qtr 3,September,17,All Cases,5.88%
2022,Qtr 3,September,18,All Cases,50.00%
2022,Qtr 3,September,19,All Cases,37.63%
2022,Qtr 3,September,20,All Cases,41.76%
2022,Qtr 3,September,21,All Cases,30.16%
2022,Qtr 3,September,22,All Cases,41.67%
2022,Qtr 3,September,23,All Cases,43.59%
2022,Qtr 3,September,24,All Cases,0.00%
2022,Qtr 3,September,25,All Cases,100.00%
2022,Qtr 3,September,26,All Cases,38.57%
2022,Qtr 3,September,27,All Cases,47.13%
2022,Qtr 3,September,28,All Cases,56.47%
2022,Qtr 3,September,29,All Cases,49.25%
2022,Qtr 3,September,30,All Cases,26.53%
2022,Qtr 4,October,1,All Cases,50.00%
2022,Qtr 4,October,2,All Cases,0.00%
2022,Qtr 4,October,3,All Cases,36.25%
2022,Qtr 4,October,4,All Cases,57.14%
2022,Qtr 4,October,5,All Cases,46.58%
2022,Qtr 4,October,6,All Cases,37.04%
2022,Qtr 4,October,7,All Cases,33.33%
2022,Qtr 4,October,8,All Cases,50.00%
2022,Qtr 4,October,9,All Cases,12.50%
2022,Qtr 4,October,10,All Cases,20.34%
2022,Qtr 4,October,11,All Cases,30.16%
2022,Qtr 4,October,12,All Cases,41.58%
2022,Qtr 4,October,13,All Cases,27.94%
2022,Qtr 4,October,14,All Cases,33.33%
2022,Qtr 4,October,15,All Cases,25.00%
2022,Qtr 4,October,16,All Cases,83.33%
2022,Qtr 4,October,17,All Cases,28.87%
2022,Qtr 4,October,18,All Cases,34.91%
2022,Qtr 4,October,19,All Cases,24.10%
2022,Qtr 4,October,20,All Cases,24.24%
2022,Qtr 4,October,21,All Cases,33.33%
2022,Qtr 4,October,22,All Cases,0.00%
2022,Qtr 4,October,23,All Cases,0.00%
2022,Qtr 4,October,24,All Cases,28.57%
2022,Qtr 4,October,25,All Cases,36.36%
2022,Qtr 4,October,26,All Cases,28.26%
2022,Qtr 4,October,27,All Cases,26.09%
2022,Qtr 4,October,28,All Cases,24.59%
2022,Qtr 4,October,30,All Cases,33.33%
2022,Qtr 4,October,31,All Cases,28.95%
2022,Qtr 4,November,1,All Cases,34.18%
2022,Qtr 4,November,2,All Cases,27.50%
2022,Qtr 4,November,3,All Cases,29.00%
2022,Qtr 4,November,4,All Cases,37.18%
2022,Qtr 4,November,5,All Cases,50.00%
2022,Qtr 4,November,6,All Cases,31.58%
2022,Qtr 4,November,7,All Cases,30.30%
2022,Qtr 4,November,8,All Cases,44.44%
2022,Qtr 4,November,9,All Cases,28.26%
2022,Qtr 4,November,10,All Cases,30.00%
2022,Qtr 4,November,11,All Cases,85.71%
2022,Qtr 4,November,12,All Cases,23.08%
2022,Qtr 4,November,13,All Cases,40.00%
2022,Qtr 4,November,14,All Cases,34.58%
2022,Qtr 4,November,15,All Cases,32.35%
2022,Qtr 4,November,16,All Cases,31.52%
2022,Qtr 4,November,17,All Cases,25.96%
2022,Qtr 4,November,18,All Cases,24.00%
2022,Qtr 4,November,19,All Cases,66.67%
2022,Qtr 4,November,20,All Cases,0.00%
2022,Qtr 4,November,21,All Cases,29.21%
2022,Qtr 4,November,22,All Cases,29.17%
2022,Qtr 4,November,23,All Cases,33.33%
2022,Qtr 4,November,24,All Cases,0.00%
2022,Qtr 4,November,25,All Cases,11.11%
2022,Qtr 4,November,26,All Cases,0.00%
2022,Qtr 4,November,27,All Cases,37.50%
2022,Qtr 4,November,28,All Cases,26.80%
2022,Qtr 4,November,29,All Cases,37.90%
2022,Qtr 4,November,30,All Cases,34.12%
2022,Qtr 4,December,1,All Cases,34.91%
2022,Qtr 4,December,2,All Cases,30.19%
2022,Qtr 4,December,3,All Cases,14.29%
2022,Qtr 4,December,4,All Cases,40.00%
2022,Qtr 4,December,5,All Cases,36.90%
2022,Qtr 4,December,6,All Cases,38.61%
2022,Qtr 4,December,7,All Cases,27.71%
2022,Qtr 4,December,8,All Cases,26.67%
2022,Qtr 4,December,9,All Cases,22.22%
2022,Qtr 4,December,11,All Cases,10.00%
2022,Qtr 4,December,12,All Cases,41.57%
2022,Qtr 4,December,13,All Cases,21.57%
2022,Qtr 4,December,14,All Cases,32.31%
2022,Qtr 4,December,15,All Cases,34.38%
2022,Qtr 4,December,16,All Cases,40.32%
2022,Qtr 4,December,17,All Cases,40.00%
2022,Qtr 4,December,18,All Cases,11.11%
2022,Qtr 4,December,19,All Cases,36.59%
2022,Qtr 4,December,20,All Cases,40.24%
2022,Qtr 4,December,21,All Cases,29.41%
2022,Qtr 4,December,22,All Cases,46.94%
2022,Qtr 4,December,23,All Cases,26.87%
2022,Qtr 4,December,26,All Cases,0.00%
2022,Qtr 4,December,27,All Cases,25.61%
2022,Qtr 4,December,28,All Cases,32.31%
2022,Qtr 4,December,29,All Cases,43.75%
2022,Qtr 4,December,30,All Cases,16.90%
2022,Qtr 4,December,31,All Cases,0.00%
2023,Qtr 1,January,1,All Cases,0.00%
2023,Qtr 1,January,2,All Cases,25.00%
2023,Qtr 1,January,3,All Cases,32.84%
2023,Qtr 1,January,4,All Cases,33.33%
2023,Qtr 1,January,5,All Cases,21.43%
2023,Qtr 1,January,6,All Cases,24.53%
2023,Qtr 1,January,7,All Cases,25.00%
2023,Qtr 1,January,8,All Cases,9.09%
2023,Qtr 1,January,9,All Cases,30.67%
2023,Qtr 1,January,10,All Cases,44.68%
2023,Qtr 1,January,11,All Cases,45.90%
2023,Qtr 1,January,12,All Cases,30.99%
2023,Qtr 1,January,13,All Cases,19.23%
2023,Qtr 1,January,14,All Cases,25.00%
2023,Qtr 1,January,15,All Cases,100.00%
2023,Qtr 1,January,16,All Cases,71.43%
2023,Qtr 1,January,17,All Cases,29.33%
2023,Qtr 1,January,18,All Cases,30.38%
2023,Qtr 1,January,19,All Cases,20.99%
2023,Qtr 1,January,20,All Cases,19.35%
2023,Qtr 1,January,21,All Cases,25.00%
2023,Qtr 1,January,22,All Cases,46.67%
2023,Qtr 1,January,23,All Cases,28.97%
2023,Qtr 1,January,24,All Cases,27.45%
2023,Qtr 1,January,25,All Cases,28.24%
2023,Qtr 1,January,26,All Cases,31.51%
2023,Qtr 1,January,27,All Cases,32.86%
2023,Qtr 1,January,28,All Cases,0.00%
2023,Qtr 1,January,29,All Cases,0.00%
2023,Qtr 1,January,30,All Cases,30.00%
2023,Qtr 1,January,31,All Cases,36.13%
2023,Qtr 1,February,1,All Cases,29.35%
2023,Qtr 1,February,2,All Cases,47.66%
2023,Qtr 1,February,3,All Cases,21.35%
2023,Qtr 1,February,4,All Cases,0.00%
2023,Qtr 1,February,6,All Cases,33.33%
2023,Qtr 1,February,7,All Cases,24.36%
2023,Qtr 1,February,8,All Cases,27.40%
2023,Qtr 1,February,9,All Cases,40.00%
2023,Qtr 1,February,10,All Cases,27.87%
2023,Qtr 1,February,11,All Cases,14.29%
2023,Qtr 1,February,13,All Cases,34.92%
2023,Qtr 1,February,14,All Cases,38.55%
2023,Qtr 1,February,15,All Cases,36.56%
2023,Qtr 1,February,16,All Cases,28.13%
2023,Qtr 1,February,17,All Cases,30.00%
2023,Qtr 1,February,18,All Cases,40.00%
2023,Qtr 1,February,19,All Cases,40.00%
2023,Qtr 1,February,20,All Cases,100.00%
2023,Qtr 1,February,21,All Cases,41.18%
2023,Qtr 1,February,22,All Cases,49.25%
2023,Qtr 1,February,23,All Cases,37.80%
2023,Qtr 1,February,24,All Cases,34.92%
2023,Qtr 1,February,26,All Cases,11.11%
2023,Qtr 1,February,27,All Cases,34.07%
2023,Qtr 1,February,28,All Cases,37.01%
2023,Qtr 1,March,1,All Cases,24.53%
2023,Qtr 1,March,2,All Cases,26.27%
2023,Qtr 1,March,3,All Cases,18.63%
2023,Qtr 1,March,4,All Cases,0.00%
2023,Qtr 1,March,5,All Cases,27.27%
2023,Qtr 1,March,6,All Cases,32.50%
2023,Qtr 1,March,7,All Cases,33.04%
2023,Qtr 1,March,8,All Cases,25.00%
2023,Qtr 1,March,9,All Cases,15.60%
2023,Qtr 1,March,10,All Cases,24.10%
2023,Qtr 1,March,11,All Cases,25.00%
2023,Qtr 1,March,12,All Cases,55.56%
2023,Qtr 1,March,13,All Cases,32.17%
2023,Qtr 1,March,14,All Cases,29.51%
2023,Qtr 1,March,15,All Cases,37.35%
2023,Qtr 1,March,16,All Cases,29.00%
2023,Qtr 1,March,17,All Cases,27.63%
2023,Qtr 1,March,18,All Cases,0.00%
2023,Qtr 1,March,19,All Cases,37.50%
2023,Qtr 1,March,20,All Cases,40.31%
2023,Qtr 1,March,21,All Cases,37.37%
2023,Qtr 1,March,22,All Cases,21.65%
2023,Qtr 1,March,23,All Cases,24.07%
2023,Qtr 1,March,24,All Cases,33.33%
2023,Qtr 1,March,25,All Cases,25.00%
2023,Qtr 1,March,26,All Cases,0.00%
2023,Qtr 1,March,27,All Cases,29.47%
2023,Qtr 1,March,28,All Cases,27.66%
2023,Qtr 1,March,29,All Cases,27.27%
2023,Qtr 1,March,30,All Cases,30.00%
2023,Qtr 1,March,31,All Cases,0.00%
2023,Qtr 2,April,1,All Cases,60.00%
2023,Qtr 2,April,2,All Cases,43.75%
2023,Qtr 2,April,3,All Cases,36.25%
2023,Qtr 2,April,4,All Cases,34.06%
2023,Qtr 2,April,5,All Cases,43.04%
2023,Qtr 2,April,6,All Cases,34.94%
2023,Qtr 2,April,7,All Cases,24.59%
2023,Qtr 2,April,8,All Cases,100.00%
2023,Qtr 2,April,9,All Cases,42.86%
2023,Qtr 2,April,10,All Cases,36.59%
2023,Qtr 2,April,11,All Cases,31.25%
2023,Qtr 2,April,12,All Cases,22.67%
2023,Qtr 2,April,13,All Cases,44.78%
2023,Qtr 2,April,14,All Cases,40.00%
2023,Qtr 2,April,15,All Cases,100.00%
2023,Qtr 2,April,16,All Cases,100.00%
2023,Qtr 2,April,17,All Cases,29.29%
2023,Qtr 2,April,18,All Cases,45.57%
2023,Qtr 2,April,19,All Cases,27.38%
2023,Qtr 2,April,20,All Cases,39.02%
2023,Qtr 2,April,21,All Cases,30.23%
2023,Qtr 2,April,22,All Cases,50.00%
2023,Qtr 2,April,23,All Cases,38.46%
2023,Qtr 2,April,24,All Cases,36.36%
2023,Qtr 2,April,25,All Cases,35.82%
2023,Qtr 2,April,26,All Cases,36.07%
2023,Qtr 2,April,27,All Cases,27.17%
2023,Qtr 2,April,28,All Cases,14.46%
2023,Qtr 2,April,29,All Cases,0.00%
2023,Qtr 2,April,30,All Cases,28.57%
2023,Qtr 2,May,1,All Cases,32.58%
2023,Qtr 2,May,2,All Cases,40.65%
2023,Qtr 2,May,3,All Cases,25.64%
2023,Qtr 2,May,4,All Cases,27.71%
2023,Qtr 2,May,5,All Cases,28.40%
2023,Qtr 2,May,6,All Cases,50.00%
2023,Qtr 2,May,7,All Cases,22.22%
2023,Qtr 2,May,8,All Cases,27.37%
2023,Qtr 2,May,9,All Cases,31.07%
2023,Qtr 2,May,10,All Cases,28.72%
2023,Qtr 2,May,11,All Cases,43.16%
2023,Qtr 2,May,12,All Cases,26.47%
2023,Qtr 2,May,14,All Cases,100.00%
2023,Qtr 2,May,15,All Cases,36.49%
2023,Qtr 2,May,16,All Cases,27.16%
2023,Qtr 2,May,17,All Cases,27.50%
2023,Qtr 2,May,18,All Cases,34.33%
2023,Qtr 2,May,19,All Cases,59.72%
2023,Qtr 2,May,22,All Cases,31.75%
2023,Qtr 2,May,23,All Cases,33.33%
2023,Qtr 2,May,24,All Cases,25.40%
2023,Qtr 2,May,25,All Cases,34.72%
2023,Qtr 2,May,26,All Cases,44.12%
2023,Qtr 2,May,27,All Cases,100.00%
2023,Qtr 2,May,28,All Cases,33.33%
2023,Qtr 2,May,29,All Cases,50.00%
2023,Qtr 2,May,30,All Cases,34.00%
2023,Qtr 2,May,31,All Cases,34.74%
2023,Qtr 2,June,1,All Cases,38.36%
2023,Qtr 2,June,2,All Cases,32.35%
2023,Qtr 2,June,4,All Cases,14.29%
2023,Qtr 2,June,5,All Cases,22.34%
2023,Qtr 2,June,6,All Cases,31.86%
2023,Qtr 2,June,7,All Cases,24.00%
2023,Qtr 2,June,8,All Cases,23.08%
2023,Qtr 2,June,9,All Cases,17.86%
2023,Qtr 2,June,10,All Cases,55.56%
2023,Qtr 2,June,11,All Cases,0.00%
2023,Qtr 2,June,12,All Cases,33.33%
2023,Qtr 2,June,13,All Cases,26.27%
2023,Qtr 2,June,14,All Cases,26.40%
2023,Qtr 2,June,15,All Cases,39.00%
2023,Qtr 2,June,16,All Cases,20.00%
2023,Qtr 2,June,17,All Cases,0.00%
2023,Qtr 2,June,19,All Cases,38.46%
2023,Qtr 2,June,20,All Cases,39.58%
2023,Qtr 2,June,21,All Cases,43.48%
2023,Qtr 2,June,22,All Cases,28.38%
2023,Qtr 2,June,23,All Cases,30.56%
2023,Qtr 2,June,24,All Cases,30.00%
2023,Qtr 2,June,25,All Cases,66.67%
2023,Qtr 2,June,26,All Cases,27.52%
2023,Qtr 2,June,27,All Cases,33.33%
2023,Qtr 2,June,28,All Cases,29.63%
2023,Qtr 2,June,29,All Cases,42.86%
2023,Qtr 2,June,30,All Cases,48.00%
2023,Qtr 3,July,1,All Cases,50.00%
2023,Qtr 3,July,3,All Cases,33.33%
2023,Qtr 3,July,4,All Cases,25.00%
2023,Qtr 3,July,5,All Cases,32.26%
2023,Qtr 3,July,6,All Cases,39.71%
2023,Qtr 3,July,7,All Cases,41.67%
2023,Qtr 3,July,8,All Cases,20.00%
2023,Qtr 3,July,9,All Cases,0.00%
2023,Qtr 3,July,10,All Cases,44.74%
2023,Qtr 3,July,11,All Cases,32.81%
2023,Qtr 3,July,12,All Cases,40.51%
2023,Qtr 3,July,13,All Cases,30.00%
2023,Qtr 3,July,14,All Cases,12.79%
2023,Qtr 3,July,15,All Cases,50.00%
2023,Qtr 3,July,16,All Cases,66.67%
2023,Qtr 3,July,17,All Cases,30.84%
2023,Qtr 3,July,18,All Cases,34.15%
2023,Qtr 3,July,19,All Cases,37.11%
2023,Qtr 3,July,20,All Cases,37.14%
2023,Qtr 3,July,21,All Cases,28.81%
2023,Qtr 3,July,22,All Cases,66.67%
2023,Qtr 3,July,23,All Cases,100.00%
2023,Qtr 3,July,24,All Cases,27.03%
2023,Qtr 3,July,25,All Cases,34.86%
2023,Qtr 3,July,26,All Cases,37.50%
2023,Qtr 3,July,27,All Cases,35.38%
2023,Qtr 3,July,28,All Cases,41.89%
2023,Qtr 3,July,29,All Cases,40.00%
2023,Qtr 3,July,30,All Cases,21.05%
2023,Qtr 3,July,31,All Cases,25.96%
2023,Qtr 3,August,1,All Cases,38.74%
2023,Qtr 3,August,2,All Cases,32.97%
2023,Qtr 3,August,3,All Cases,36.00%
2023,Qtr 3,August,4,All Cases,39.06%
2023,Qtr 3,August,5,All Cases,22.73%
2023,Qtr 3,August,6,All Cases,33.33%
2023,Qtr 3,August,7,All Cases,40.35%
2023,Qtr 3,August,8,All Cases,41.76%
2023,Qtr 3,August,9,All Cases,29.76%
2023,Qtr 3,August,10,All Cases,29.85%
2023,Qtr 3,August,11,All Cases,35.90%
2023,Qtr 3,August,12,All Cases,37.50%
2023,Qtr 3,August,13,All Cases,75.00%
2023,Qtr 3,August,14,All Cases,28.87%
2023,Qtr 3,August,15,All Cases,32.46%
2023,Qtr 3,August,16,All Cases,24.51%
2023,Qtr 3,August,17,All Cases,28.71%
2023,Qtr 3,August,18,All Cases,42.35%
2023,Qtr 3,August,19,All Cases,83.33%
2023,Qtr 3,August,20,All Cases,60.00%
2023,Qtr 3,August,21,All Cases,24.11%
2023,Qtr 3,August,22,All Cases,39.22%
2023,Qtr 3,August,23,All Cases,25.71%
2023,Qtr 3,August,24,All Cases,39.34%
2023,Qtr 3,August,25,All Cases,33.73%
2023,Qtr 3,August,26,All Cases,42.86%
2023,Qtr 3,August,27,All Cases,66.67%
2023,Qtr 3,August,28,All Cases,27.18%
2023,Qtr 3,August,29,All Cases,45.10%
2023,Qtr 3,August,30,All Cases,28.57%
2023,Qtr 3,August,31,All Cases,32.84%
2023,Qtr 3,September,1,All Cases,46.67%
2023,Qtr 3,September,2,All Cases,33.33%
2023,Qtr 3,September,3,All Cases,50.00%
2023,Qtr 3,September,4,All Cases,17.39%
2023,Qtr 3,September,5,All Cases,43.51%
2023,Qtr 3,September,6,All Cases,36.72%
2023,Qtr 3,September,7,All Cases,33.33%
2023,Qtr 3,September,8,All Cases,20.48%
2023,Qtr 3,September,9,All Cases,0.00%
2023,Qtr 3,September,10,All Cases,0.00%
2023,Qtr 3,September,11,All Cases,35.29%
2023,Qtr 3,September,12,All Cases,36.63%
2023,Qtr 3,September,13,All Cases,31.33%
