Year,Quarter,Month,Day,Median of FILEDISP_DAYS,PRETRIAL
2020,Qtr 3,September,17,316,ROR/Bonded
2020,Qtr 3,September,18,3977,Detained
2020,Qtr 3,September,18,277,ROR/Bonded
2020,Qtr 3,September,21,213,Detained
2020,Qtr 3,September,21,294,ROR/Bonded
2020,Qtr 3,September,22,334,Detained
2020,Qtr 3,September,22,236,ROR/Bonded
2020,Qtr 3,September,23,89,Detained
2020,Qtr 3,September,23,245,ROR/Bonded
2020,Qtr 3,September,24,72,Detained
2020,Qtr 3,September,24,346,ROR/Bonded
2020,Qtr 3,September,25,77,Detained
2020,Qtr 3,September,25,262,ROR/Bonded
2020,Qtr 3,September,26,474,ROR/Bonded
2020,Qtr 3,September,28,245,Detained
2020,Qtr 3,September,28,257,ROR/Bonded
2020,Qtr 3,September,29,132,Detained
2020,Qtr 3,September,29,455,ROR/Bonded
2020,Qtr 3,September,30,203,Detained
2020,Qtr 3,September,30,224,ROR/Bonded
2020,Qtr 4,October,1,944,Detained
2020,Qtr 4,October,1,376,ROR/Bonded
2020,Qtr 4,October,2,15,Detained
2020,Qtr 4,October,2,388,ROR/Bonded
2020,Qtr 4,October,5,144,Detained
2020,Qtr 4,October,5,326,ROR/Bonded
2020,Qtr 4,October,6,68,Detained
2020,Qtr 4,October,6,307,ROR/Bonded
2020,Qtr 4,October,7,126,Detained
2020,Qtr 4,October,7,303,ROR/Bonded
2020,Qtr 4,October,8,442,Detained
2020,Qtr 4,October,8,735,ROR/Bonded
2020,Qtr 4,October,9,298,Detained
2020,Qtr 4,October,9,279,ROR/Bonded
2020,Qtr 4,October,13,220,Detained
2020,Qtr 4,October,13,263,ROR/Bonded
2020,Qtr 4,October,14,200,Detained
2020,Qtr 4,October,14,300,ROR/Bonded
2020,Qtr 4,October,15,133,Detained
2020,Qtr 4,October,15,323,ROR/Bonded
2020,Qtr 4,October,16,290,Detained
2020,Qtr 4,October,16,390,ROR/Bonded
2020,Qtr 4,October,19,106,Detained
2020,Qtr 4,October,19,294,ROR/Bonded
2020,Qtr 4,October,20,332,Detained
2020,Qtr 4,October,20,218,ROR/Bonded
2020,Qtr 4,October,21,120,Detained
2020,Qtr 4,October,21,258,ROR/Bonded
2020,Qtr 4,October,22,100,Detained
2020,Qtr 4,October,22,241,ROR/Bonded
2020,Qtr 4,October,23,1479,Detained
2020,Qtr 4,October,23,252,ROR/Bonded
2020,Qtr 4,October,26,189,Detained
2020,Qtr 4,October,26,285,ROR/Bonded
2020,Qtr 4,October,27,231,Detained
2020,Qtr 4,October,27,280,ROR/Bonded
2020,Qtr 4,October,28,194,Detained
2020,Qtr 4,October,28,351,ROR/Bonded
2020,Qtr 4,October,29,512,Detained
2020,Qtr 4,October,29,366,ROR/Bonded
2020,Qtr 4,October,30,73,Detained
2020,Qtr 4,October,30,315,ROR/Bonded
2020,Qtr 4,November,2,418,Detained
2020,Qtr 4,November,2,330,ROR/Bonded
2020,Qtr 4,November,3,238,Detained
2020,Qtr 4,November,3,278,ROR/Bonded
2020,Qtr 4,November,4,242,Detained
2020,Qtr 4,November,4,455,ROR/Bonded
2020,Qtr 4,November,5,313,Detained
2020,Qtr 4,November,5,327,ROR/Bonded
2020,Qtr 4,November,6,301,Detained
2020,Qtr 4,November,6,248,ROR/Bonded
2020,Qtr 4,November,9,354,Detained
2020,Qtr 4,November,9,289,ROR/Bonded
2020,Qtr 4,November,10,300,Detained
2020,Qtr 4,November,10,370,ROR/Bonded
2020,Qtr 4,November,12,355,Detained
2020,Qtr 4,November,12,366,ROR/Bonded
2020,Qtr 4,November,13,140,Detained
2020,Qtr 4,November,13,261,ROR/Bonded
2020,Qtr 4,November,16,2607,Detained
2020,Qtr 4,November,16,614,ROR/Bonded
2020,Qtr 4,November,17,134,Detained
2020,Qtr 4,November,17,253,ROR/Bonded
2020,Qtr 4,November,18,64,Detained
2020,Qtr 4,November,18,294,ROR/Bonded
2020,Qtr 4,November,19,366,Detained
2020,Qtr 4,November,19,503,ROR/Bonded
2020,Qtr 4,November,20,384,Detained
2020,Qtr 4,November,20,395,ROR/Bonded
2020,Qtr 4,November,23,262,Detained
2020,Qtr 4,November,23,288,ROR/Bonded
2020,Qtr 4,November,24,119,Detained
2020,Qtr 4,November,24,264,ROR/Bonded
2020,Qtr 4,November,25,68,Detained
2020,Qtr 4,November,25,194,ROR/Bonded
2020,Qtr 4,November,30,204,Detained
2020,Qtr 4,November,30,294,ROR/Bonded
2020,Qtr 4,December,1,343,Detained
2020,Qtr 4,December,1,406,ROR/Bonded
2020,Qtr 4,December,2,316,Detained
2020,Qtr 4,December,2,270,ROR/Bonded
2020,Qtr 4,December,3,300,Detained
2020,Qtr 4,December,3,322,ROR/Bonded
2020,Qtr 4,December,4,270,Detained
2020,Qtr 4,December,4,292,ROR/Bonded
2020,Qtr 4,December,5,1208,Detained
2020,Qtr 4,December,6,244,Detained
2020,Qtr 4,December,6,177,ROR/Bonded
2020,Qtr 4,December,7,152,Detained
2020,Qtr 4,December,7,236,ROR/Bonded
2020,Qtr 4,December,8,100,Detained
2020,Qtr 4,December,8,267,ROR/Bonded
2020,Qtr 4,December,9,196,Detained
2020,Qtr 4,December,9,233,ROR/Bonded
2020,Qtr 4,December,10,392,Detained
2020,Qtr 4,December,10,158,ROR/Bonded
2020,Qtr 4,December,11,2473,Detained
2020,Qtr 4,December,11,415,ROR/Bonded
2020,Qtr 4,December,14,290,Detained
2020,Qtr 4,December,14,243,ROR/Bonded
2020,Qtr 4,December,15,455,Detained
2020,Qtr 4,December,15,307,ROR/Bonded
2020,Qtr 4,December,16,121,Detained
2020,Qtr 4,December,16,223,ROR/Bonded
2020,Qtr 4,December,17,349,Detained
2020,Qtr 4,December,17,307,ROR/Bonded
2020,Qtr 4,December,18,3661,Detained
2020,Qtr 4,December,18,287,ROR/Bonded
2020,Qtr 4,December,22,370,Detained
2020,Qtr 4,December,22,400,ROR/Bonded
2020,Qtr 4,December,23,561,ROR/Bonded
2020,Qtr 4,December,24,176,Detained
2020,Qtr 4,December,28,385,ROR/Bonded
2020,Qtr 4,December,29,257,Detained
2020,Qtr 4,December,29,259,ROR/Bonded
2020,Qtr 4,December,30,337,Detained
2020,Qtr 4,December,30,453,ROR/Bonded
2020,Qtr 4,December,31,212,ROR/Bonded
2021,Qtr 1,January,3,25,ROR/Bonded
2021,Qtr 1,January,4,305,Detained
2021,Qtr 1,January,4,228,ROR/Bonded
2021,Qtr 1,January,5,141,Detained
2021,Qtr 1,January,5,266,ROR/Bonded
2021,Qtr 1,January,6,369,Detained
2021,Qtr 1,January,6,296,ROR/Bonded
2021,Qtr 1,January,7,208,Detained
2021,Qtr 1,January,7,293,ROR/Bonded
2021,Qtr 1,January,8,2449,Detained
2021,Qtr 1,January,8,521,ROR/Bonded
2021,Qtr 1,January,11,282,Detained
2021,Qtr 1,January,11,349,ROR/Bonded
2021,Qtr 1,January,12,325,Detained
2021,Qtr 1,January,12,299,ROR/Bonded
2021,Qtr 1,January,13,721,Detained
2021,Qtr 1,January,13,299,ROR/Bonded
2021,Qtr 1,January,14,2124,Detained
2021,Qtr 1,January,14,324,ROR/Bonded
2021,Qtr 1,January,15,143,Detained
2021,Qtr 1,January,15,420,ROR/Bonded
2021,Qtr 1,January,19,253,Detained
2021,Qtr 1,January,19,328,ROR/Bonded
2021,Qtr 1,January,20,197,Detained
2021,Qtr 1,January,20,295,ROR/Bonded
2021,Qtr 1,January,21,282,Detained
2021,Qtr 1,January,21,344,ROR/Bonded
2021,Qtr 1,January,22,158,Detained
2021,Qtr 1,January,22,218,ROR/Bonded
2021,Qtr 1,January,25,261,Detained
2021,Qtr 1,January,25,263,ROR/Bonded
2021,Qtr 1,January,26,413,Detained
2021,Qtr 1,January,26,334,ROR/Bonded
2021,Qtr 1,January,27,57,Detained
2021,Qtr 1,January,27,356,ROR/Bonded
2021,Qtr 1,January,28,233,Detained
2021,Qtr 1,January,28,343,ROR/Bonded
2021,Qtr 1,January,29,248,Detained
2021,Qtr 1,January,29,175,ROR/Bonded
2021,Qtr 1,February,1,114,Detained
2021,Qtr 1,February,1,178,ROR/Bonded
2021,Qtr 1,February,2,311,Detained
2021,Qtr 1,February,2,304,ROR/Bonded
2021,Qtr 1,February,3,316,Detained
2021,Qtr 1,February,3,268,ROR/Bonded
2021,Qtr 1,February,4,390,Detained
2021,Qtr 1,February,4,386,ROR/Bonded
2021,Qtr 1,February,5,636,Detained
2021,Qtr 1,February,5,209,ROR/Bonded
2021,Qtr 1,February,8,397,Detained
2021,Qtr 1,February,8,406,ROR/Bonded
2021,Qtr 1,February,9,278,Detained
2021,Qtr 1,February,9,247,ROR/Bonded
2021,Qtr 1,February,10,90,Detained
2021,Qtr 1,February,10,195,ROR/Bonded
2021,Qtr 1,February,11,303,Detained
2021,Qtr 1,February,11,323,ROR/Bonded
2021,Qtr 1,February,16,187,Detained
2021,Qtr 1,February,16,334,ROR/Bonded
2021,Qtr 1,February,17,119,Detained
2021,Qtr 1,February,17,298,ROR/Bonded
2021,Qtr 1,February,18,160,Detained
2021,Qtr 1,February,18,345,ROR/Bonded
2021,Qtr 1,February,19,4097,Detained
2021,Qtr 1,February,19,204,ROR/Bonded
2021,Qtr 1,February,22,461,Detained
2021,Qtr 1,February,22,253,ROR/Bonded
2021,Qtr 1,February,23,350,Detained
2021,Qtr 1,February,23,266,ROR/Bonded
2021,Qtr 1,February,24,344,Detained
2021,Qtr 1,February,24,309,ROR/Bonded
2021,Qtr 1,February,25,924,Detained
2021,Qtr 1,February,25,379,ROR/Bonded
2021,Qtr 1,February,26,326,Detained
2021,Qtr 1,February,26,1026,ROR/Bonded
2021,Qtr 1,March,1,254,Detained
2021,Qtr 1,March,1,346,ROR/Bonded
2021,Qtr 1,March,2,311,Detained
2021,Qtr 1,March,2,382,ROR/Bonded
2021,Qtr 1,March,3,504,Detained
2021,Qtr 1,March,3,256,ROR/Bonded
2021,Qtr 1,March,4,161,Detained
2021,Qtr 1,March,4,308,ROR/Bonded
2021,Qtr 1,March,5,351,Detained
2021,Qtr 1,March,5,241,ROR/Bonded
2021,Qtr 1,March,6,228,ROR/Bonded
2021,Qtr 1,March,8,410,Detained
2021,Qtr 1,March,8,195,ROR/Bonded
2021,Qtr 1,March,9,967,Detained
2021,Qtr 1,March,9,430,ROR/Bonded
2021,Qtr 1,March,10,54,Detained
2021,Qtr 1,March,10,219,ROR/Bonded
2021,Qtr 1,March,11,250,Detained
2021,Qtr 1,March,11,277,ROR/Bonded
2021,Qtr 1,March,12,141,Detained
2021,Qtr 1,March,12,290,ROR/Bonded
2021,Qtr 1,March,15,34,Detained
2021,Qtr 1,March,15,296,ROR/Bonded
2021,Qtr 1,March,16,1112,Detained
2021,Qtr 1,March,16,280,ROR/Bonded
2021,Qtr 1,March,17,42,Detained
2021,Qtr 1,March,17,378,ROR/Bonded
2021,Qtr 1,March,18,150,Detained
2021,Qtr 1,March,18,204,ROR/Bonded
2021,Qtr 1,March,19,186,Detained
2021,Qtr 1,March,19,248,ROR/Bonded
2021,Qtr 1,March,22,240,ROR/Bonded
2021,Qtr 1,March,23,489,Detained
2021,Qtr 1,March,23,249,ROR/Bonded
2021,Qtr 1,March,24,138,Detained
2021,Qtr 1,March,24,295,ROR/Bonded
2021,Qtr 1,March,25,518,Detained
2021,Qtr 1,March,25,392,ROR/Bonded
2021,Qtr 1,March,26,1623,Detained
2021,Qtr 1,March,26,425,ROR/Bonded
2021,Qtr 1,March,28,458,ROR/Bonded
2021,Qtr 1,March,29,153,Detained
2021,Qtr 1,March,29,252,ROR/Bonded
2021,Qtr 1,March,30,230,Detained
2021,Qtr 1,March,30,341,ROR/Bonded
2021,Qtr 2,April,1,695,Detained
2021,Qtr 2,April,1,414,ROR/Bonded
2021,Qtr 2,April,2,407,Detained
2021,Qtr 2,April,2,914,ROR/Bonded
2021,Qtr 2,April,5,347,Detained
2021,Qtr 2,April,5,488,ROR/Bonded
2021,Qtr 2,April,6,2266,Detained
2021,Qtr 2,April,6,382,ROR/Bonded
2021,Qtr 2,April,7,133,Detained
2021,Qtr 2,April,7,358,ROR/Bonded
2021,Qtr 2,April,8,357,Detained
2021,Qtr 2,April,8,314,ROR/Bonded
2021,Qtr 2,April,9,469,Detained
2021,Qtr 2,April,9,229,ROR/Bonded
2021,Qtr 2,April,12,313,Detained
2021,Qtr 2,April,12,356,ROR/Bonded
2021,Qtr 2,April,13,757,Detained
2021,Qtr 2,April,13,260,ROR/Bonded
2021,Qtr 2,April,14,471,Detained
2021,Qtr 2,April,14,373,ROR/Bonded
2021,Qtr 2,April,15,240,Detained
2021,Qtr 2,April,15,263,ROR/Bonded
2021,Qtr 2,April,16,30,Detained
2021,Qtr 2,April,16,2559,ROR/Bonded
2021,Qtr 2,April,19,1644,Detained
2021,Qtr 2,April,19,1583,ROR/Bonded
2021,Qtr 2,April,20,4124,Detained
2021,Qtr 2,April,20,2583,ROR/Bonded
2021,Qtr 2,April,21,273,Detained
2021,Qtr 2,April,21,351,ROR/Bonded
2021,Qtr 2,April,22,206,Detained
2021,Qtr 2,April,22,274,ROR/Bonded
2021,Qtr 2,April,23,4,Detained
2021,Qtr 2,April,23,257,ROR/Bonded
2021,Qtr 2,April,26,409,Detained
2021,Qtr 2,April,26,289,ROR/Bonded
2021,Qtr 2,April,27,368,Detained
2021,Qtr 2,April,27,401,ROR/Bonded
2021,Qtr 2,April,28,757,Detained
2021,Qtr 2,April,28,293,ROR/Bonded
2021,Qtr 2,April,29,189,Detained
2021,Qtr 2,April,29,294,ROR/Bonded
2021,Qtr 2,April,30,298,Detained
2021,Qtr 2,April,30,521,ROR/Bonded
2021,Qtr 2,May,3,83,Detained
2021,Qtr 2,May,3,283,ROR/Bonded
2021,Qtr 2,May,4,256,Detained
2021,Qtr 2,May,4,203,ROR/Bonded
2021,Qtr 2,May,5,435,Detained
2021,Qtr 2,May,5,324,ROR/Bonded
2021,Qtr 2,May,6,365,Detained
2021,Qtr 2,May,6,436,ROR/Bonded
2021,Qtr 2,May,7,9,Detained
2021,Qtr 2,May,7,312,ROR/Bonded
2021,Qtr 2,May,8,425,ROR/Bonded
2021,Qtr 2,May,10,287,Detained
2021,Qtr 2,May,10,314,ROR/Bonded
2021,Qtr 2,May,11,126,Detained
2021,Qtr 2,May,11,398,ROR/Bonded
2021,Qtr 2,May,12,49,Detained
2021,Qtr 2,May,12,231,ROR/Bonded
2021,Qtr 2,May,13,352,Detained
2021,Qtr 2,May,13,424,ROR/Bonded
2021,Qtr 2,May,14,46,Detained
2021,Qtr 2,May,14,342,ROR/Bonded
2021,Qtr 2,May,17,231,Detained
2021,Qtr 2,May,17,347,ROR/Bonded
2021,Qtr 2,May,18,337,Detained
2021,Qtr 2,May,18,443,ROR/Bonded
2021,Qtr 2,May,19,120,Detained
2021,Qtr 2,May,19,307,ROR/Bonded
2021,Qtr 2,May,20,221,Detained
2021,Qtr 2,May,20,399,ROR/Bonded
2021,Qtr 2,May,21,312,Detained
2021,Qtr 2,May,21,249,ROR/Bonded
2021,Qtr 2,May,24,161,Detained
2021,Qtr 2,May,24,231,ROR/Bonded
2021,Qtr 2,May,25,64,Detained
2021,Qtr 2,May,25,231,ROR/Bonded
2021,Qtr 2,May,26,665,Detained
2021,Qtr 2,May,26,204,ROR/Bonded
2021,Qtr 2,May,27,419,Detained
2021,Qtr 2,May,27,295,ROR/Bonded
2021,Qtr 2,May,28,100,Detained
2021,Qtr 2,May,28,234,ROR/Bonded
2021,Qtr 2,June,1,210,Detained
2021,Qtr 2,June,1,346,ROR/Bonded
2021,Qtr 2,June,2,105,Detained
2021,Qtr 2,June,2,201,ROR/Bonded
2021,Qtr 2,June,3,287,Detained
2021,Qtr 2,June,3,393,ROR/Bonded
2021,Qtr 2,June,4,153,Detained
2021,Qtr 2,June,4,318,ROR/Bonded
2021,Qtr 2,June,7,411,Detained
2021,Qtr 2,June,7,417,ROR/Bonded
2021,Qtr 2,June,8,420,Detained
2021,Qtr 2,June,8,222,ROR/Bonded
2021,Qtr 2,June,9,226,Detained
2021,Qtr 2,June,9,314,ROR/Bonded
2021,Qtr 2,June,10,857,Detained
2021,Qtr 2,June,10,297,ROR/Bonded
2021,Qtr 2,June,11,1596,Detained
2021,Qtr 2,June,11,530,ROR/Bonded
2021,Qtr 2,June,12,11,Detained
2021,Qtr 2,June,14,243,Detained
2021,Qtr 2,June,14,277,ROR/Bonded
2021,Qtr 2,June,15,279,Detained
2021,Qtr 2,June,15,241,ROR/Bonded
2021,Qtr 2,June,16,419,Detained
2021,Qtr 2,June,16,245,ROR/Bonded
2021,Qtr 2,June,17,1026,Detained
2021,Qtr 2,June,17,262,ROR/Bonded
2021,Qtr 2,June,18,505,ROR/Bonded
2021,Qtr 2,June,20,193,ROR/Bonded
2021,Qtr 2,June,21,186,Detained
2021,Qtr 2,June,21,307,ROR/Bonded
2021,Qtr 2,June,22,343,Detained
2021,Qtr 2,June,22,313,ROR/Bonded
2021,Qtr 2,June,23,538,Detained
2021,Qtr 2,June,23,379,ROR/Bonded
2021,Qtr 2,June,24,125,Detained
2021,Qtr 2,June,24,428,ROR/Bonded
2021,Qtr 2,June,25,52,Detained
2021,Qtr 2,June,25,305,ROR/Bonded
2021,Qtr 2,June,28,161,Detained
2021,Qtr 2,June,28,537,ROR/Bonded
2021,Qtr 2,June,29,66,Detained
2021,Qtr 2,June,29,273,ROR/Bonded
2021,Qtr 2,June,30,288,Detained
2021,Qtr 2,June,30,371,ROR/Bonded
2021,Qtr 3,July,1,640,Detained
2021,Qtr 3,July,1,261,ROR/Bonded
2021,Qtr 3,July,2,274,Detained
2021,Qtr 3,July,2,191,ROR/Bonded
2021,Qtr 3,July,6,294,Detained
2021,Qtr 3,July,6,303,ROR/Bonded
2021,Qtr 3,July,7,295,Detained
2021,Qtr 3,July,7,183,ROR/Bonded
2021,Qtr 3,July,8,177,Detained
2021,Qtr 3,July,8,295,ROR/Bonded
2021,Qtr 3,July,9,1985,Detained
2021,Qtr 3,July,9,634,ROR/Bonded
2021,Qtr 3,July,12,273,Detained
2021,Qtr 3,July,12,359,ROR/Bonded
2021,Qtr 3,July,13,197,Detained
2021,Qtr 3,July,13,278,ROR/Bonded
2021,Qtr 3,July,14,224,Detained
2021,Qtr 3,July,14,324,ROR/Bonded
2021,Qtr 3,July,15,146,Detained
2021,Qtr 3,July,15,258,ROR/Bonded
2021,Qtr 3,July,16,305,Detained
2021,Qtr 3,July,16,478,ROR/Bonded
2021,Qtr 3,July,19,55,Detained
2021,Qtr 3,July,19,235,ROR/Bonded
2021,Qtr 3,July,20,309,Detained
2021,Qtr 3,July,20,223,ROR/Bonded
2021,Qtr 3,July,21,460,Detained
2021,Qtr 3,July,21,262,ROR/Bonded
2021,Qtr 3,July,22,678,Detained
2021,Qtr 3,July,22,288,ROR/Bonded
2021,Qtr 3,July,23,87,Detained
2021,Qtr 3,July,23,1262,ROR/Bonded
2021,Qtr 3,July,26,91,Detained
2021,Qtr 3,July,26,315,ROR/Bonded
2021,Qtr 3,July,27,96,Detained
2021,Qtr 3,July,27,246,ROR/Bonded
2021,Qtr 3,July,28,42,Detained
2021,Qtr 3,July,28,244,ROR/Bonded
2021,Qtr 3,July,29,1384,Detained
2021,Qtr 3,July,29,289,ROR/Bonded
2021,Qtr 3,July,30,187,Detained
2021,Qtr 3,July,30,415,ROR/Bonded
2021,Qtr 3,August,2,146,Detained
2021,Qtr 3,August,2,251,ROR/Bonded
2021,Qtr 3,August,3,426,Detained
2021,Qtr 3,August,3,474,ROR/Bonded
2021,Qtr 3,August,4,715,Detained
2021,Qtr 3,August,4,402,ROR/Bonded
2021,Qtr 3,August,5,282,Detained
2021,Qtr 3,August,5,318,ROR/Bonded
2021,Qtr 3,August,6,16,Detained
2021,Qtr 3,August,6,414,ROR/Bonded
2021,Qtr 3,August,7,689,ROR/Bonded
2021,Qtr 3,August,9,242,Detained
2021,Qtr 3,August,9,277,ROR/Bonded
2021,Qtr 3,August,10,180,Detained
2021,Qtr 3,August,10,362,ROR/Bonded
2021,Qtr 3,August,11,68,Detained
2021,Qtr 3,August,11,256,ROR/Bonded
2021,Qtr 3,August,12,777,Detained
2021,Qtr 3,August,12,826,ROR/Bonded
2021,Qtr 3,August,13,1577,Detained
2021,Qtr 3,August,13,270,ROR/Bonded
2021,Qtr 3,August,16,228,Detained
2021,Qtr 3,August,16,298,ROR/Bonded
2021,Qtr 3,August,17,533,Detained
2021,Qtr 3,August,17,389,ROR/Bonded
2021,Qtr 3,August,18,400,Detained
2021,Qtr 3,August,18,460,ROR/Bonded
2021,Qtr 3,August,19,485,Detained
2021,Qtr 3,August,19,607,ROR/Bonded
2021,Qtr 3,August,20,128,Detained
2021,Qtr 3,August,20,315,ROR/Bonded
2021,Qtr 3,August,23,762,Detained
2021,Qtr 3,August,23,329,ROR/Bonded
2021,Qtr 3,August,24,807,Detained
2021,Qtr 3,August,24,450,ROR/Bonded
2021,Qtr 3,August,25,767,Detained
2021,Qtr 3,August,25,346,ROR/Bonded
2021,Qtr 3,August,26,612,Detained
2021,Qtr 3,August,26,716,ROR/Bonded
2021,Qtr 3,August,27,194,Detained
2021,Qtr 3,August,27,426,ROR/Bonded
2021,Qtr 3,August,30,202,Detained
2021,Qtr 3,August,30,404,ROR/Bonded
2021,Qtr 3,August,31,750,Detained
2021,Qtr 3,August,31,525,ROR/Bonded
2021,Qtr 3,September,1,413,Detained
2021,Qtr 3,September,1,367,ROR/Bonded
2021,Qtr 3,September,2,754,Detained
2021,Qtr 3,September,2,536,ROR/Bonded
2021,Qtr 3,September,3,185,Detained
2021,Qtr 3,September,3,646,ROR/Bonded
2021,Qtr 3,September,7,432,Detained
2021,Qtr 3,September,7,267,ROR/Bonded
2021,Qtr 3,September,8,833,Detained
2021,Qtr 3,September,8,357,ROR/Bonded
2021,Qtr 3,September,9,687,Detained
2021,Qtr 3,September,9,407,ROR/Bonded
2021,Qtr 3,September,10,306,Detained
2021,Qtr 3,September,10,443,ROR/Bonded
2021,Qtr 3,September,13,989,Detained
2021,Qtr 3,September,13,553,ROR/Bonded
2021,Qtr 3,September,14,804,Detained
2021,Qtr 3,September,14,474,ROR/Bonded
2021,Qtr 3,September,15,809,Detained
2021,Qtr 3,September,15,498,ROR/Bonded
2021,Qtr 3,September,16,665,Detained
2021,Qtr 3,September,16,462,ROR/Bonded
2021,Qtr 3,September,17,43,Detained
2021,Qtr 3,September,17,279,ROR/Bonded
2021,Qtr 3,September,20,888,Detained
2021,Qtr 3,September,20,345,ROR/Bonded
2021,Qtr 3,September,21,97,Detained
2021,Qtr 3,September,21,285,ROR/Bonded
2021,Qtr 3,September,22,996,Detained
2021,Qtr 3,September,22,365,ROR/Bonded
2021,Qtr 3,September,23,267,Detained
2021,Qtr 3,September,23,561,ROR/Bonded
2021,Qtr 3,September,24,114,Detained
2021,Qtr 3,September,24,359,ROR/Bonded
2021,Qtr 3,September,27,895,Detained
2021,Qtr 3,September,27,762,ROR/Bonded
2021,Qtr 3,September,28,631,Detained
2021,Qtr 3,September,28,427,ROR/Bonded
2021,Qtr 3,September,29,169,Detained
2021,Qtr 3,September,29,302,ROR/Bonded
2021,Qtr 3,September,30,429,Detained
2021,Qtr 3,September,30,648,ROR/Bonded
2021,Qtr 4,October,1,1691,Detained
2021,Qtr 4,October,1,829,ROR/Bonded
2021,Qtr 4,October,4,934,Detained
2021,Qtr 4,October,4,342,ROR/Bonded
2021,Qtr 4,October,5,648,Detained
2021,Qtr 4,October,5,554,ROR/Bonded
2021,Qtr 4,October,6,746,Detained
2021,Qtr 4,October,6,737,ROR/Bonded
2021,Qtr 4,October,7,794,Detained
2021,Qtr 4,October,7,701,ROR/Bonded
2021,Qtr 4,October,8,102,Detained
2021,Qtr 4,October,8,178,ROR/Bonded
2021,Qtr 4,October,12,398,Detained
2021,Qtr 4,October,12,372,ROR/Bonded
2021,Qtr 4,October,13,357,Detained
2021,Qtr 4,October,13,304,ROR/Bonded
2021,Qtr 4,October,14,773,Detained
2021,Qtr 4,October,14,362,ROR/Bonded
2021,Qtr 4,October,15,220,Detained
2021,Qtr 4,October,15,267,ROR/Bonded
2021,Qtr 4,October,18,604,Detained
2021,Qtr 4,October,18,573,ROR/Bonded
2021,Qtr 4,October,19,72,Detained
2021,Qtr 4,October,19,383,ROR/Bonded
2021,Qtr 4,October,20,217,Detained
2021,Qtr 4,October,20,469,ROR/Bonded
2021,Qtr 4,October,21,101,Detained
2021,Qtr 4,October,21,381,ROR/Bonded
2021,Qtr 4,October,22,233,Detained
2021,Qtr 4,October,22,357,ROR/Bonded
2021,Qtr 4,October,25,116,Detained
2021,Qtr 4,October,25,318,ROR/Bonded
2021,Qtr 4,October,26,173,Detained
2021,Qtr 4,October,26,321,ROR/Bonded
2021,Qtr 4,October,27,60,Detained
2021,Qtr 4,October,27,553,ROR/Bonded
2021,Qtr 4,October,28,485,Detained
2021,Qtr 4,October,28,644,ROR/Bonded
2021,Qtr 4,October,29,533,Detained
2021,Qtr 4,October,29,449,ROR/Bonded
2021,Qtr 4,November,1,223,Detained
2021,Qtr 4,November,1,349,ROR/Bonded
2021,Qtr 4,November,2,109,Detained
2021,Qtr 4,November,2,374,ROR/Bonded
2021,Qtr 4,November,3,135,Detained
2021,Qtr 4,November,3,321,ROR/Bonded
2021,Qtr 4,November,4,148,Detained
2021,Qtr 4,November,4,570,ROR/Bonded
2021,Qtr 4,November,5,174,Detained
2021,Qtr 4,November,5,273,ROR/Bonded
2021,Qtr 4,November,6,1083,Detained
2021,Qtr 4,November,8,280,Detained
2021,Qtr 4,November,8,384,ROR/Bonded
2021,Qtr 4,November,9,256,Detained
2021,Qtr 4,November,9,264,ROR/Bonded
2021,Qtr 4,November,10,952,Detained
2021,Qtr 4,November,10,387,ROR/Bonded
2021,Qtr 4,November,12,122,Detained
2021,Qtr 4,November,12,836,ROR/Bonded
2021,Qtr 4,November,15,579,Detained
2021,Qtr 4,November,15,276,ROR/Bonded
2021,Qtr 4,November,16,461,Detained
2021,Qtr 4,November,16,439,ROR/Bonded
2021,Qtr 4,November,17,214,Detained
2021,Qtr 4,November,17,326,ROR/Bonded
2021,Qtr 4,November,18,297,Detained
2021,Qtr 4,November,18,511,ROR/Bonded
2021,Qtr 4,November,19,79,Detained
2021,Qtr 4,November,19,492,ROR/Bonded
2021,Qtr 4,November,22,159,Detained
2021,Qtr 4,November,22,276,ROR/Bonded
2021,Qtr 4,November,23,348,Detained
2021,Qtr 4,November,23,343,ROR/Bonded
2021,Qtr 4,November,24,112,Detained
2021,Qtr 4,November,24,251,ROR/Bonded
2021,Qtr 4,November,29,227,Detained
2021,Qtr 4,November,29,403,ROR/Bonded
2021,Qtr 4,November,30,330,Detained
2021,Qtr 4,November,30,303,ROR/Bonded
2021,Qtr 4,December,1,15,Detained
2021,Qtr 4,December,1,402,ROR/Bonded
2021,Qtr 4,December,2,258,Detained
2021,Qtr 4,December,2,605,ROR/Bonded
2021,Qtr 4,December,3,112,Detained
2021,Qtr 4,December,3,380,ROR/Bonded
2021,Qtr 4,December,6,373,Detained
2021,Qtr 4,December,6,209,ROR/Bonded
2021,Qtr 4,December,7,236,Detained
2021,Qtr 4,December,7,333,ROR/Bonded
2021,Qtr 4,December,8,19,Detained
2021,Qtr 4,December,8,179,ROR/Bonded
2021,Qtr 4,December,9,330,Detained
2021,Qtr 4,December,9,337,ROR/Bonded
2021,Qtr 4,December,10,11,Detained
2021,Qtr 4,December,10,546,ROR/Bonded
2021,Qtr 4,December,13,163,Detained
2021,Qtr 4,December,13,396,ROR/Bonded
2021,Qtr 4,December,14,89,Detained
2021,Qtr 4,December,14,251,ROR/Bonded
2021,Qtr 4,December,15,204,Detained
